date,inflow
1986-01,468.564516129032
1986-02,661.65
1986-03,955.154838709678
1986-04,1665.98666666667
1986-05,2706.14193548387
1986-06,1583.67
1986-07,731.322580645161
1986-08,453.625806451613
1986-09,342.393333333333
1986-10,306.58064516129
1986-11,427.203333333333
1986-12,648.467741935484
1987-01,826.241935483871
1987-02,990.314285714286
1987-03,1365.17096774194
1987-04,2153.76333333333
1987-05,1848.03548387097
1987-06,1198.78
1987-07,614.829032258064
1987-08,449.225806451613
1987-09,343.42
1987-10,280.251612903226
1987-11,262.386666666667
1987-12,387.093548387097
1988-01,507.596774193548
1988-02,774.675
1988-03,1224.72580645161
1988-04,1841.29
1988-05,2344.2064516129
1988-06,1570.39666666667
1988-07,756.090322580645
1988-08,461.574193548387
1988-09,349.36
1988-10,276.348387096774
1988-11,290.913333333333
1988-12,434.712903225806
1989-01,637.396774193549
1989-02,1032.23214285714
1989-03,2829.05806451613
1989-04,3417.81
1989-05,3818.24193548387
1989-06,2575.32
1989-07,1293.10322580645
1989-08,620.222580645161
1989-09,418.55
1989-10,322.3
1989-11,291.243333333333
1989-12,292.209677419355
1990-01,513.451612903226
1990-02,813.685714285714
1990-03,942.593548387097
1990-04,1089.84333333333
1990-05,1115.36451612903
1990-06,1096.40666666667
1990-07,589.670967741936
1990-08,401.677419354839
1990-09,293.076666666667
1990-10,248.670967741936
1990-11,231.77
1990-12,313.145161290323
1991-01,527.893548387097
1991-02,872.457142857143
1991-03,1982.51935483871
1991-04,2232.30333333333
1991-05,1885.18709677419
1991-06,1159.03333333333
1991-07,517.354838709677
1991-08,366.867741935484
1991-09,280.83
1991-10,219.467741935484
1991-11,268.436666666667
1991-12,445.074193548387
1992-01,620.754838709677
1992-02,767.289285714286
1992-03,947.561290322581
1992-04,1034.55
1992-05,985.883870967742
1992-06,680.423333333333
1992-07,428.716129032258
1992-08,323.08064516129
1992-09,245.996666666667
1992-10,182.387096774194
1992-11,208.45
1992-12,283.941935483871
1993-01,442.874193548387
1993-02,698.303571428571
1993-03,1155.14193548387
1993-04,2366.35666666667
1993-05,3248.90322580645
1993-06,1790.50666666667
1993-07,763.896774193549
1993-08,406.645161290323
1993-09,280.903333333333
1993-10,215.848387096774
1993-11,206.873333333333
1993-12,338.941935483871
1994-01,513.38064516129
1994-02,870.335714285714
1994-03,1427.8
1994-04,1930.42666666667
1994-05,1223.66129032258
1994-06,523.563333333333
1994-07,351.290322580645
1994-08,285.148387096774
1994-09,217.213333333333
1994-10,163.722580645161
1994-11,163.423333333333
1994-12,226.351612903226
1995-01,351.112903225806
1995-02,487.260714285714
1995-03,731.535483870968
1995-04,1315.19666666667
1995-05,1179.83870967742
1995-06,491.846666666667
1995-07,309.632258064516
1995-08,241.858064516129
1995-09,177.283333333333
1995-10,127.032258064516
1995-11,132.146666666667
1995-12,235.116129032258
1996-01,374.496774193548
1996-02,512.6
1996-03,662.51935483871
1996-04,862.106666666667
1996-05,957.851612903226
1996-06,526.093333333333
1996-07,325.635483870968
1996-08,250.729032258065
1996-09,183.186666666667
1996-10,129.8
1996-11,130.46
1996-12,218.722580645161
1997-01,404.338709677419
1997-02,733.267857142857
1997-03,957.141935483871
1997-04,1357.07
